Date,Price,Open,High,Low,Volume,Chg%
"Jun 20, 2019","34,026","33,340","34,068","33,340",22.73K,2.86%
"Jun 19, 2019","33,079","32,985","33,115","32,971",11.19K,0.17%
"Jun 18, 2019","33,024","33,045","33,258","32,915",18.14K,0.01%
"Jun 17, 2019","33,021","33,059","33,140","32,886",12.25K,-0.07%
"Jun 14, 2019","33,045","32,980","33,344","32,980",16.80K,0.26%
"Jun 13, 2019","32,959","32,758","32,980","32,726",11.16K,0.65%
"Jun 12, 2019","32,745","32,674","32,848","32,674",10.41K,0.35%
"Jun 11, 2019","32,632","32,692","32,705","32,486",9.40K,-0.09%
"Jun 10, 2019","32,660","32,850","32,850","32,630",7.92K,-0.84%
"Jun 07, 2019","32,936","32,721","33,040","32,672",13.81K,0.41%
"Jun 06, 2019","32,800","32,688","32,834","32,688",8.06K,0.31%
"Jun 05, 2019","32,700","32,700","32,700","32,700",0,0.67%
"Jun 04, 2019","32,482","32,374","32,596","32,299",0.03K,0.24%
"Jun 03, 2019","32,404","32,207","32,450","32,162",0.40K,0.95%
"May 31, 2019","32,098","31,821","32,124","31,821",5.50K,0.91%
"May 30, 2019","31,809","31,560","31,884","31,534",9.55K,0.24%
"May 29, 2019","31,733","31,634","31,845","31,622",10.13K,0.61%
"May 28, 2019","31,540","31,621","31,693","31,485",9.24K,-0.23%
"May 27, 2019","31,613","31,555","31,695","31,555",7.07K,0.26%
"May 24, 2019","31,530","31,646","31,680","31,483",7.19K,-0.43%
"May 23, 2019","31,667","31,347","31,735","31,232",10.28K,0.78%
"May 22, 2019","31,422","31,440","31,538","31,391",7.56K,0.02%
"May 21, 2019","31,416","31,480","31,524","31,376",9.62K,-0.38%
"May 20, 2019","31,537","31,679","31,679","31,376",11.14K,-0.80%
"May 17, 2019","31,791","31,981","32,021","31,755",12.11K,-0.58%
"May 16, 2019","31,976","32,162","32,309","31,911",12.03K,-0.88%
"May 15, 2019","32,259","32,320","32,419","32,150",11.67K,0.06%
"May 14, 2019","32,241","32,450","32,454","32,231",11.40K,-0.79%
"May 13, 2019","32,498","31,987","32,538","31,862",16.39K,1.86%
"May 10, 2019","31,904","31,906","32,003","31,782",10.52K,-0.04%
"May 09, 2019","31,916","31,713","32,050","31,708",13.55K,0.73%
"May 08, 2019","31,685","31,750","31,925","31,660",11.16K,-0.14%
"May 07, 2019","31,729","31,585","31,745","31,517",9.36K,0.53%
"May 06, 2019","31,563","31,500","31,650","31,471",10.05K,0.37%
"May 03, 2019","31,447","31,331","31,475","31,240",10.87K,0.33%
"May 02, 2019","31,345","31,681","31,681","31,250",12.94K,-1.24%
"May 01, 2019","31,740","31,713","31,764","31,655",5.40K,-0.05%
"Apr 30, 2019","31,756","31,909","31,909","31,706",11.06K,-0.57%
"Apr 26, 2019","31,939","31,980","31,996","31,758",10.41K,0.09%
"Apr 25, 2019","31,911","31,786","32,025","31,704",10.58K,0.29%
"Apr 24, 2019","31,818","31,500","31,838","31,499",9.21K,0.81%
"Apr 23, 2019","31,562","31,606","31,640","31,450",10.93K,-0.11%
"Apr 22, 2019","31,596","31,550","31,780","31,550",8.65K,0.42%
"Apr 18, 2019","31,463","31,450","31,616","31,403",10.01K,-0.05%
"Apr 17, 2019","31,480","31,648","31,648","31,453",4.87K,-0.22%
"Apr 16, 2019","31,548","31,800","31,865","31,523",12.40K,-0.97%
"Apr 15, 2019","31,856","31,800","31,874","31,680",8.11K,-0.02%
"Apr 12, 2019","31,862","31,838","31,980","31,805",9.29K,0.35%
"Apr 11, 2019","31,750","32,232","32,232","31,734",13.29K,-1.64%
"Apr 10, 2019","32,281","32,161","32,293","32,086",10.14K,0.25%
"Apr 09, 2019","32,201","32,225","32,274","32,121",9.91K,0.05%
"Apr 08, 2019","32,186","31,900","32,287","31,900",9.52K,1.44%
"Apr 05, 2019","31,729","31,600","31,865","31,600",0.01K,0.75%
"Apr 04, 2019","31,492","31,471","31,501","31,471",0.01K,0.01%
"Apr 03, 2019","31,489","31,462","31,539","31,402",0.03K,0.00%
"Apr 02, 2019","31,490","31,547","32,430","31,450",0.07K,-0.11%
"Apr 01, 2019","31,526","31,695","31,710","31,510",1.13K,-0.66%
"Mar 29, 2019","31,734","31,588","31,819","31,500",8.68K,0.40%
"Mar 28, 2019","31,607","32,000","32,038","31,576",13.21K,-1.28%
"Mar 27, 2019","32,016","32,150","32,180","31,986",13.05K,-0.27%
"Mar 26, 2019","32,104","32,180","32,204","32,015",10.44K,-0.37%
"Mar 25, 2019","32,224","32,150","32,246","32,072",9.84K,0.26%
"Mar 22, 2019","32,140","31,852","32,165","31,620",14.79K,1.01%
"Mar 21, 2019","31,819","31,911","32,038","31,767",6.07K,0.38%
"Mar 20, 2019","31,697","31,907","31,939","31,665",12.30K,-0.82%
"Mar 19, 2019","31,960","31,725","32,006","31,657",11.51K,0.97%
"Mar 18, 2019","31,652","31,750","31,750","31,553",10.41K,-0.55%
"Mar 15, 2019","31,826","31,886","31,940","31,742",10.69K,0.06%
"Mar 14, 2019","31,808","32,153","32,192","31,781",13.35K,-1.24%
"Mar 13, 2019","32,207","32,050","32,319","32,050",12.52K,0.65%
"Mar 12, 2019","32,000","31,984","32,043","31,870",10.24K,0.33%
"Mar 11, 2019","31,896","32,124","32,154","31,875",11.06K,-0.84%
"Mar 08, 2019","32,167","31,970","32,227","31,940",12.38K,0.73%
"Mar 07, 2019","31,934","31,931","31,965","31,777",14.28K,-0.04%
"Mar 06, 2019","31,948","32,170","32,298","31,871",15.84K,-0.42%
"Mar 05, 2019","32,083","32,409","32,428","32,070",12.63K,-0.89%
"Mar 04, 2019","32,370","32,550","32,550","32,255",7.21K,-0.83%
"Mar 01, 2019","32,640","32,950","33,007","32,600",14.86K,-1.03%
"Feb 28, 2019","32,981","33,320","33,385","32,966",13.87K,-0.92%
"Feb 27, 2019","33,286","33,461","33,617","33,242",11.42K,-0.24%
"Feb 26, 2019","33,367","33,450","33,598","33,334",10.15K,0.20%
"Feb 25, 2019","33,300","33,511","33,539","33,277",8.86K,-0.65%
"Feb 22, 2019","33,517","33,448","33,560","33,330",11.52K,0.20%
"Feb 21, 2019","33,449","33,780","33,799","33,417",18.19K,-1.24%
"Feb 20, 2019","33,870","33,943","34,031","33,833",10.32K,-0.09%
"Feb 19, 2019","33,899","33,650","33,918","33,581",10.73K,0.87%
"Feb 18, 2019","33,608","33,450","33,625","33,450",6.50K,0.67%
"Feb 15, 2019","33,384","33,140","33,410","33,140",8.92K,0.92%
"Feb 14, 2019","33,079","32,950","33,107","32,874",9.13K,0.21%
"Feb 13, 2019","33,011","32,854","33,145","32,805",8.41K,0.49%
"Feb 12, 2019","32,851","32,995","33,075","32,813",8.53K,-0.59%
"Feb 11, 2019","33,046","33,200","33,200","32,908",8.75K,-0.59%
"Feb 08, 2019","33,242","33,199","33,258","33,011",8.69K,0.22%
"Feb 07, 2019","33,169","33,285","33,285","33,035",9.99K,-0.47%
"Feb 06, 2019","33,327","33,360","33,445","33,292",7.08K,0.25%
"Feb 05, 2019","33,245","33,400","33,449","33,081",0.02K,-0.28%
"Feb 04, 2019","33,339","33,750","33,750","33,180",0.11K,-0.20%
"Feb 01, 2019","33,405","33,057","33,464","32,953",1.74K,1.06%
"Jan 31, 2019","33,056","32,988","33,272","32,925",8.25K,0.48%
"Jan 30, 2019","32,899","32,918","32,989","32,827",8.64K,0.00%
"Jan 29, 2019","32,900","32,545","32,939","32,545",10.57K,1.08%
"Jan 28, 2019","32,547","32,340","32,589","32,340",7.37K,0.63%
"Jan 25, 2019","32,343","32,032","32,382","32,009",9.49K,1.03%
"Jan 24, 2019","32,013","32,138","32,151","31,981",7.95K,-0.40%
"Jan 23, 2019","32,140","32,159","32,217","32,057",7.91K,-0.06%
"Jan 22, 2019","32,160","31,998","32,194","31,957",8.66K,0.37%
"Jan 21, 2019","32,043","32,044","32,195","31,985",7.05K,-0.15%
"Jan 18, 2019","32,091","32,276","32,319","32,055",9.50K,-0.55%
"Jan 17, 2019","32,268","32,290","32,390","32,205",9.32K,-0.06%
"Jan 16, 2019","32,286","32,198","32,307","32,110",9.48K,0.33%
"Jan 15, 2019","32,180","32,130","32,277","32,110",10.51K,0.12%
"Jan 14, 2019","32,141","31,989","32,220","31,975",9.97K,0.67%
"Jan 11, 2019","31,928","31,953","32,076","31,895",9.14K,0.15%
"Jan 10, 2019","31,880","32,048","32,135","31,853",10.61K,-0.38%
"Jan 09, 2019","32,001","31,633","32,023","31,633",11.63K,0.82%
"Jan 08, 2019","31,741","31,618","31,760","31,565",10.08K,0.29%
"Jan 07, 2019","31,648","31,529","31,758","31,448",11.13K,0.61%
"Jan 04, 2019","31,456","31,879","31,879","31,441",12.11K,-1.05%
"Jan 03, 2019","31,789","31,700","31,938","31,681",11.91K,0.57%
"Jan 02, 2019","31,610","31,421","31,704","31,369",10.09K,0.60%
"Jan 01, 2019","31,422","31,409","31,461","31,357",2.07K,0.10%
"Dec 31, 2018","31,391","31,571","31,595","31,300",9.80K,-0.66%
"Dec 28, 2018","31,598","31,665","31,734","31,585",10.04K,-0.36%
"Dec 27, 2018","31,713","31,500","31,768","31,500",8.76K,0.49%
"Dec 26, 2018","31,559","31,470","31,740","31,470",10.27K,0.31%
"Dec 24, 2018","31,460","31,300","31,470","31,270",8.88K,0.86%
"Dec 21, 2018","31,193","31,244","31,387","31,148",9.68K,-0.38%
"Dec 20, 2018","31,311","31,159","31,343","31,002",13.63K,0.27%
"Dec 19, 2018","31,227","31,100","31,344","31,064",9.95K,0.21%
"Dec 18, 2018","31,163","31,530","31,563","31,134",12.48K,-1.48%
"Dec 17, 2018","31,630","31,496","31,659","31,411",6.65K,0.24%
"Dec 14, 2018","31,553","31,568","31,641","31,503",7.61K,0.08%
"Dec 13, 2018","31,527","31,636","31,698","31,486",8.06K,-0.65%
"Dec 12, 2018","31,732","31,817","31,838","31,692",8.14K,-0.64%
"Dec 11, 2018","31,935","31,949","31,988","31,740",9.65K,-0.29%
"Dec 10, 2018","32,028","31,647","32,118","31,530",12.29K,1.37%
"Dec 07, 2018","31,595","31,071","32,021","31,024",12.37K,1.63%
"Dec 06, 2018","31,089","31,150","31,296","31,062",10.33K,0.78%
"Dec 05, 2018","30,847","30,901","30,901","30,810",0.01K,-0.34%
"Dec 04, 2018","30,952","30,786","31,019","30,751",0.04K,0.66%
"Dec 03, 2018","30,748","30,392","30,853","30,392",0.43K,1.68%
"Nov 30, 2018","30,240","30,195","30,358","30,107",8.95K,0.12%
"Nov 29, 2018","30,204","30,338","30,339","30,155",8.12K,-0.76%
"Nov 28, 2018","30,434","30,365","30,578","30,250",9.02K,0.11%
"Nov 27, 2018","30,402","30,563","30,630","30,365",8.13K,-0.47%
"Nov 26, 2018","30,547","30,471","30,661","30,445",7.62K,0.17%
"Nov 23, 2018","30,495","30,540","30,548","30,412",3.37K,-0.37%
"Nov 22, 2018","30,609","30,855","30,880","30,568",7.46K,-0.70%
"Nov 21, 2018","30,825","30,775","30,895","30,725",7.09K,0.04%
"Nov 20, 2018","30,814","30,787","30,990","30,758",7.04K,-0.21%
"Nov 19, 2018","30,879","31,010","31,040","30,765",8.24K,-0.41%
"Nov 16, 2018","31,007","30,845","31,147","30,810",8.58K,0.60%
"Nov 15, 2018","30,821","30,924","30,937","30,720",7.28K,0.00%
"Nov 14, 2018","30,822","30,704","30,846","30,605",8.00K,0.17%
"Nov 13, 2018","30,769","30,909","30,919","30,751",7.16K,-0.75%
"Nov 12, 2018","31,001","31,100","31,169","30,969",6.43K,-0.05%
"Nov 09, 2018","31,016","31,310","31,372","30,942",7.95K,-1.24%
"Nov 08, 2018","31,406","31,501","31,501","31,212",4.91K,-0.58%
"Nov 07, 2018","31,589","31,687","31,687","31,551",1.71K,-0.18%
"Nov 06, 2018","31,646","31,718","31,876","31,632",7.65K,-0.18%
"Nov 05, 2018","31,702","31,736","31,835","31,681",7.12K,-0.15%
"Nov 02, 2018","31,750","31,821","31,835","31,600",12.46K,-0.45%
"Nov 01, 2018","31,892","31,787","31,938","31,745",9.54K,0.45%
"Oct 31, 2018","31,748","31,851","31,899","31,711",9.79K,-0.28%
"Oct 30, 2018","31,837","31,919","31,939","31,760",8.86K,-0.16%
"Oct 29, 2018","31,888","31,903","32,020","31,846",7.51K,-0.15%
"Oct 26, 2018","31,937","31,964","32,213","31,901",15.77K,0.24%
"Oct 25, 2018","31,861","32,114","32,114","31,841",11.68K,-0.16%
"Oct 24, 2018","31,913","31,970","32,029","31,785",10.65K,-0.47%
"Oct 23, 2018","32,064","31,965","32,280","31,958",13.04K,0.53%
"Oct 22, 2018","31,894","31,880","31,916","31,800",6.47K,-0.03%
"Oct 19, 2018","31,902","32,047","32,047","31,863",6.92K,-0.53%
"Oct 18, 2018","32,072","31,937","32,097","31,826",4.79K,0.66%
"Oct 17, 2018","31,861","31,834","32,020","31,783",8.24K,-0.02%
"Oct 16, 2018","31,868","32,072","32,160","31,851",9.90K,-0.62%
"Oct 15, 2018","32,066","31,900","32,311","31,831",12.86K,0.69%
"Oct 12, 2018","31,846","31,898","31,898","31,730",8.34K,-0.45%
"Oct 11, 2018","31,991","31,447","32,014","31,431",14.88K,1.94%
"Oct 10, 2018","31,381","31,366","31,395","31,267",6.28K,0.31%
"Oct 09, 2018","31,283","31,305","31,400","31,231",7.15K,0.20%
"Oct 08, 2018","31,220","31,531","31,531","31,202",9.59K,0.21%
"Oct 05, 2018","31,154","30,950","31,429","30,925",0.01K,0.08%
"Oct 04, 2018","31,130","31,053","31,180","31,000",0.03K,0.39%
"Oct 03, 2018","31,009","31,350","31,350","30,840",0.10K,1.36%
"Oct 01, 2018","30,592","30,501","30,694","30,370",0.86K,0.36%
"Sep 28, 2018","30,481","30,328","30,520","30,220",7.80K,0.52%
"Sep 27, 2018","30,324","30,635","30,665","30,300",10.22K,-0.88%
"Sep 26, 2018","30,593","30,800","30,810","30,567",10.01K,-0.73%
"Sep 25, 2018","30,819","30,797","30,847","30,730",8.81K,-0.07%
"Sep 24, 2018","30,842","30,613","30,892","30,595",9.00K,0.85%
"Sep 21, 2018","30,582","30,700","30,904","30,485",13.38K,-0.06%
"Sep 20, 2018","30,599","30,600","30,670","30,562",3.93K,-0.09%
"Sep 19, 2018","30,627","30,716","30,928","30,613",11.31K,-0.54%
"Sep 18, 2018","30,793","30,707","30,928","30,644",9.41K,0.06%
"Sep 17, 2018","30,776","30,558","30,800","30,558",11.69K,1.12%
"Sep 14, 2018","30,436","30,533","30,637","30,370",10.63K,-0.05%
"Sep 13, 2018","30,450","30,604","30,679","30,424",5.37K,-0.66%
"Sep 12, 2018","30,651","30,721","30,765","30,410",13.76K,-0.21%
"Sep 11, 2018","30,717","30,630","30,738","30,535",9.95K,0.01%
"Sep 10, 2018","30,715","30,569","30,729","30,495",8.72K,0.72%
"Sep 07, 2018","30,494","30,544","30,544","30,385",8.84K,-0.17%
"Sep 06, 2018","30,547","30,400","30,700","30,400",12.75K,0.77%
"Sep 05, 2018","30,315","30,219","30,437","30,219",8.71K,0.45%
"Sep 04, 2018","30,178","30,265","30,298","30,137",9.61K,-0.49%
"Sep 03, 2018","30,327","30,100","30,347","30,070",6.78K,0.66%
"Aug 31, 2018","30,129","30,294","30,359","30,110",10.13K,-0.14%
"Aug 30, 2018","30,170","30,151","30,316","30,110",9.35K,-0.06%
"Aug 29, 2018","30,188","30,004","30,200","30,003",7.96K,0.55%
"Aug 28, 2018","30,024","30,055","30,210","30,001",9.00K,0.07%
"Aug 27, 2018","30,002","29,910","30,081","29,883",6.68K,0.33%
"Aug 24, 2018","29,903","29,600","29,967","29,570",9.85K,1.00%
"Aug 23, 2018","29,608","29,628","29,680","29,540",7.26K,-0.24%
"Aug 22, 2018","29,678","29,700","29,795","29,636",4.74K,0.25%
"Aug 21, 2018","29,605","29,548","29,627","29,501",6.88K,0.37%
"Aug 20, 2018","29,497","29,465","29,525","29,423",5.91K,0.50%
"Aug 17, 2018","29,349","29,330","29,451","29,268",6.59K,0.06%
"Aug 16, 2018","29,330","29,600","29,600","29,283",10.98K,-1.36%
"Aug 14, 2018","29,735","29,700","29,817","29,640",6.15K,0.03%
"Aug 13, 2018","29,725","29,826","29,893","29,705",8.96K,-0.19%
"Aug 10, 2018","29,783","29,696","29,815","29,602",7.34K,0.39%
"Aug 09, 2018","29,668","29,640","29,734","29,585",5.71K,0.20%
"Aug 08, 2018","29,610","29,626","29,694","29,546",6.90K,0.04%
"Aug 07, 2018","29,597","29,668","29,734","29,585",5.90K,-0.11%
"Aug 06, 2018","29,629","29,690","29,697","29,610",4.24K,0.48%
"Aug 03, 2018","29,486","29,411","29,900","29,400",0.01K,0.00%
"Aug 02, 2018","29,487","29,480","29,565","29,451",0.13K,0.22%
"Aug 01, 2018","29,422","29,615","29,670","29,369",0.62K,-0.78%
"Jul 31, 2018","29,653","29,705","29,726","29,565",5.42K,-0.31%
"Jul 30, 2018","29,745","29,705","29,792","29,687",4.54K,-0.12%
"Jul 27, 2018","29,780","29,750","29,825","29,652",7.37K,-0.03%
"Jul 26, 2018","29,788","29,841","29,904","29,771",6.16K,-0.42%
"Jul 25, 2018","29,915","29,811","29,988","29,791",7.27K,0.17%
"Jul 24, 2018","29,863","29,845","29,932","29,731",6.92K,-0.03%
"Jul 23, 2018","29,872","29,921","29,984","29,825",6.58K,-0.16%
"Jul 20, 2018","29,920","29,800","29,960","29,733",5.60K,0.12%
"Jul 19, 2018","29,885","29,800","29,945","29,658",7.32K,0.40%
"Jul 18, 2018","29,766","29,751","29,780","29,638",7.03K,0.12%
"Jul 17, 2018","29,729","30,019","30,087","29,701",8.38K,-1.17%
"Jul 16, 2018","30,080","30,177","30,225","30,060",4.81K,-0.08%
"Jul 13, 2018","30,105","30,146","30,183","30,014",6.46K,-0.14%
"Jul 12, 2018","30,147","30,240","30,290","30,137",6.41K,-0.54%
"Jul 11, 2018","30,310","30,479","30,515","30,291",5.49K,-0.71%
"Jul 10, 2018","30,528","30,650","30,655","30,404",7.19K,-0.29%
"Jul 09, 2018","30,617","30,611","30,778","30,600",6.68K,0.19%
"Jul 06, 2018","30,560","30,737","30,737","30,546",4.71K,-0.29%
"Jul 05, 2018","30,650","30,617","30,718","30,545",6.09K,0.12%
"Jul 04, 2018","30,614","30,561","30,650","30,531",4.97K,0.40%
"Jul 03, 2018","30,493","30,321","30,573","30,244",8.76K,0.67%
"Jul 02, 2018","30,289","30,399","30,518","30,270",7.10K,-0.47%
"Jun 29, 2018","30,432","30,460","30,505","30,356",7.64K,-0.25%
"Jun 28, 2018","30,508","30,669","30,689","30,475",6.58K,-0.61%
"Jun 27, 2018","30,695","30,530","30,720","30,516",7.86K,0.46%
"Jun 26, 2018","30,554","30,628","30,641","30,452",7.40K,-0.34%
"Jun 25, 2018","30,657","30,655","30,738","30,621",5.02K,0.15%
"Jun 22, 2018","30,610","30,567","30,656","30,551",5.74K,-0.02%
"Jun 21, 2018","30,616","30,750","30,750","30,515",8.10K,-0.54%
"Jun 20, 2018","30,781","30,870","30,885","30,757",5.68K,-0.36%
"Jun 19, 2018","30,891","31,035","31,098","30,875",8.65K,-0.27%
"Jun 18, 2018","30,974","30,975","31,026","30,929",5.98K,-0.12%
"Jun 15, 2018","31,010","31,393","31,424","30,958",11.93K,-1.17%
"Jun 14, 2018","31,377","31,192","31,418","31,192",8.68K,0.75%
"Jun 13, 2018","31,143","31,141","31,187","31,107",4.00K,-0.04%
"Jun 12, 2018","31,156","31,173","31,208","31,075",6.34K,-0.19%
"Jun 11, 2018","31,216","31,186","31,260","31,075",6.22K,0.00%
"Jun 08, 2018","31,215","31,153","31,334","31,060",6.71K,0.07%
"Jun 07, 2018","31,193","30,950","31,216","30,943",8.32K,1.08%
"Jun 06, 2018","30,861","30,981","31,024","30,840",6.27K,0.73%
"Jun 05, 2018","30,637","30,670","30,680","30,600",0.02K,-0.16%
"Jun 04, 2018","30,685","30,700","30,704","30,540",0.05K,0.46%
"Jun 01, 2018","30,546","30,704","30,777","30,500",1.05K,-0.92%
"May 31, 2018","30,831","31,066","31,113","30,785",6.31K,-0.66%
"May 30, 2018","31,035","31,150","31,150","30,926",8.56K,-0.49%
"May 29, 2018","31,188","31,050","31,325","31,025",11.20K,0.73%
"May 28, 2018","30,963","31,150","31,150","30,888",7.13K,-0.72%
"May 25, 2018","31,189","31,370","31,428","31,165",8.56K,-0.91%
"May 24, 2018","31,474","31,258","31,510","31,238",8.91K,0.93%
"May 23, 2018","31,183","31,125","31,389","31,095",10.47K,0.24%
"May 22, 2018","31,108","31,100","31,160","30,990",6.71K,-0.01%
"May 21, 2018","31,112","31,040","31,127","30,912",6.77K,0.07%
"May 18, 2018","31,091","30,944","31,110","30,944",6.10K,0.36%
"May 17, 2018","30,978","30,976","30,995","30,851",7.91K,-0.06%
"May 16, 2018","30,997","31,160","31,160","30,925",8.68K,-0.57%
"May 15, 2018","31,175","31,450","31,516","31,161",11.82K,-1.04%
"May 14, 2018","31,504","31,450","31,579","31,384",6.24K,-0.04%
"May 11, 2018","31,518","31,380","31,570","31,363",6.91K,0.49%
"May 10, 2018","31,365","31,353","31,487","31,241",9.92K,0.18%
"May 09, 2018","31,309","31,250","31,375","31,163",9.17K,0.32%
"May 08, 2018","31,210","31,228","31,252","31,078",8.20K,-0.15%
"May 07, 2018","31,258","31,150","31,310","31,150",6.74K,0.46%
"May 04, 2018","31,114","31,020","31,139","30,990",6.80K,0.22%
"May 03, 2018","31,046","30,941","31,122","30,878",8.82K,0.39%
"May 02, 2018","30,925","31,014","31,014","30,901",7.05K,-0.01%
"May 01, 2018","30,929","30,950","30,971","30,865",5.12K,-0.34%
"Apr 30, 2018","31,036","31,170","31,170","30,925",9.30K,-0.56%
"Apr 27, 2018","31,211","31,166","31,277","31,126",5.43K,-0.13%
"Apr 26, 2018","31,252","31,332","31,372","31,183",7.40K,-0.49%
"Apr 25, 2018","31,406","31,417","31,430","31,329",6.60K,0.11%
"Apr 24, 2018","31,372","31,257","31,395","31,203",7.11K,0.30%
"Apr 23, 2018","31,277","31,370","31,385","31,211",7.65K,-0.49%
"Apr 20, 2018","31,432","31,522","31,564","31,396",6.40K,-0.53%
"Apr 19, 2018","31,598","31,567","31,620","31,430",7.68K,0.20%
"Apr 18, 2018","31,534","31,350","31,591","31,291",8.62K,0.48%
"Apr 17, 2018","31,383","31,272","31,396","31,190",9.24K,0.27%
"Apr 16, 2018","31,298","31,200","31,355","31,155",8.14K,0.58%
"Apr 13, 2018","31,118","31,031","31,185","30,870",8.39K,0.37%
"Apr 12, 2018","31,002","31,306","31,335","30,965",10.88K,-1.13%
"Apr 11, 2018","31,355","30,950","31,562","30,931",13.41K,1.47%
"Apr 10, 2018","30,900","30,701","30,936","30,675",7.42K,0.46%
"Apr 09, 2018","30,759","30,659","30,779","30,642",6.70K,0.21%
"Apr 06, 2018","30,694","30,640","30,749","30,500",11.83K,0.72%
"Apr 05, 2018","30,476","30,650","30,700","30,350",0.02K,-0.80%
"Apr 04, 2018","30,722","30,765","30,970","30,550",0.06K,0.29%
"Apr 03, 2018","30,634","30,681","30,899","30,582",0.30K,-0.96%
"Apr 02, 2018","30,931","30,545","30,995","30,521",1.75K,1.72%
"Mar 29, 2018","30,408","30,546","30,550","30,378",2.57K,-0.37%
"Mar 28, 2018","30,521","30,775","30,775","30,500",7.55K,-0.58%
"Mar 27, 2018","30,699","30,864","30,904","30,664",10.55K,-0.66%
"Mar 26, 2018","30,902","30,855","30,929","30,760",7.56K,-0.02%
"Mar 23, 2018","30,907","30,625","30,950","30,625",10.93K,1.36%
"Mar 22, 2018","30,493","30,530","30,615","30,465",9.25K,0.14%
"Mar 21, 2018","30,449","30,270","30,525","30,251",9.82K,0.61%
"Mar 20, 2018","30,263","30,351","30,356","30,185",9.26K,-0.51%
"Mar 19, 2018","30,418","30,180","30,439","30,095",9.87K,0.64%
"Mar 16, 2018","30,224","30,255","30,349","30,145",9.01K,-0.25%
"Mar 15, 2018","30,299","30,433","30,473","30,264",7.75K,-0.35%
"Mar 14, 2018","30,405","30,420","30,546","30,356",8.37K,0.09%
"Mar 13, 2018","30,377","30,322","30,409","30,237",9.86K,0.15%
"Mar 12, 2018","30,332","30,403","30,427","30,267",6.41K,-0.23%
"Mar 09, 2018","30,401","30,384","30,470","30,280",9.75K,-0.09%
"Mar 08, 2018","30,429","30,477","30,546","30,396",7.26K,-0.15%
